@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
-0.999568,-0.017974,-0.023246,65.807991,7
-0.999593,-0.017455,-0.022545,65.792816,23
-0.99958,-0.018189,-0.022575,65.780792,28
-0.999578,-0.018258,-0.022581,65.764442,20
-0.999578,-0.018276,-0.022581,65.746964,16
-0.999579,-0.018216,-0.022581,65.736153,13
-0.99958,-0.018175,-0.022581,65.725388,25
-0.99295,0.01464,-0.117623,43.798141,23
-0.992952,0.014632,-0.117612,43.765507,14
-0.992953,0.014626,-0.117603,43.739452,21
-0.994394,0.012271,-0.105027,58.112469,7
-0.994448,0.012266,-0.104511,58.105968,8
-0.994463,0.012266,-0.10437,58.106308,19
-0.994468,0.011822,-0.104369,58.10627,17
0.511623,0.118618,-0.850982,5.644287,17
0.510826,0.118914,-0.85142,5.632968,20
0.510098,0.119184,-0.851819,5.622653,15
0.495123,0.122595,-0.86013,5.539292,29
0.472457,0.12701,-0.872154,5.44472,22
-0.06892,0.208722,-0.975544,4.998497,13
-0.069213,0.209525,-0.975351,4.998413,9
-0.069547,0.210446,-0.975128,4.997575,17
-0.070795,0.201586,-0.976909,4.999826,28
-0.11178,-0.076824,-0.990759,4.992103,23
-0.112029,-0.074698,-0.990893,4.992301,15
-0.11212,-0.07806,-0.990624,4.992512,14
-0.994406,0.00716,-0.105379,95.935982,19
-0.994406,0.00716,-0.105387,95.960007,27
-0.994405,0.00716,-0.105392,95.962021,25
-0.994421,0.004341,-0.105394,95.904152,23
-0.994438,0.001522,-0.105309,95.684113,28
-0.994457,-0.00084,-0.105145,95.388092,24
-0.994447,-0.003474,-0.105184,95.029251,25
-0.994426,-0.00648,-0.105233,94.662247,25
-0.994399,-0.009504,-0.105261,94.335892,29
-0.994367,-0.012247,-0.10528,94.020676,7
-0.994319,-0.015278,-0.105337,93.637978,17
-0.994265,-0.018302,-0.105364,93.181068,10
-0.994227,-0.020251,-0.105365,92.244095,11
-0.994228,-0.020242,-0.105366,92.2444,13
-0.994223,-0.020187,-0.105421,92.233307,7
-0.994219,-0.020209,-0.10545,92.229149,23
-0.994215,-0.020232,-0.105482,92.221077,27
-0.994208,-0.020257,-0.105545,92.188606,28
-0.994161,-0.02062,-0.105914,92.129677,24
-0.994129,-0.020906,-0.10616,92.047752,10
-0.994119,-0.020992,-0.106241,91.975952,7
-0.994116,-0.020991,-0.106265,91.893433,14
-0.957918,0.017687,-0.286498,38.671986,29
-0.957875,0.017687,-0.286641,38.660851,27
-0.957819,0.017686,-0.286826,38.632168,7
-0.957673,0.017734,-0.28731,38.632458,16
-0.957671,0.017821,-0.287314,38.633026,25
-0.957669,0.017909,-0.287313,38.633114,10
-0.957667,0.018061,-0.287312,38.632713,5
-0.957665,0.018168,-0.287312,38.632607,21
-0.957663,0.018265,-0.287311,38.632942,13
-0.99361,0.011511,-0.112279,61.858231,18
-0.99363,0.011509,-0.112104,61.84943,12
-0.993653,0.011507,-0.1119,61.833103,12
-0.993694,0.011539,-0.111533,61.831493,5
-0.966943,0.017478,-0.254393,49.816807,22
-0.966897,0.017469,-0.254568,49.830776,24
-0.966873,0.01735,-0.254666,49.829716,14
-0.966875,0.017211,-0.254669,49.829945,12
-0.966879,0.016952,-0.254671,49.822231,28
-0.966963,0.016583,-0.254377,49.778873,12
-0.967245,0.01622,-0.253324,49.72567,16
-0.587125,0.023832,0.809146,26.700081,21
-0.586891,0.023862,0.809315,26.668633,25
-0.586727,0.0239,0.809432,26.638319,19
-0.584893,0.011503,0.811029,26.138481,11
-0.583751,0.001994,0.81193,25.702461,29
-0.582526,-0.002996,0.812807,25.162069,28
-0.581085,-0.013973,0.813723,24.435667,5
-0.579337,-0.030361,0.814523,23.643351,17
-0.997376,0.01114,-0.071532,63.579033,27
-0.997413,0.011137,-0.071016,63.56382,26
-0.997469,0.011133,-0.070223,63.549881,9
-0.997531,0.011194,-0.069332,63.550045,18
-0.999703,0.007075,-0.023334,97.084503,16
-0.999703,0.007075,-0.023336,97.127304,26
-0.999703,0.006976,-0.023339,97.11219,25
-0.999724,0.002995,-0.023309,96.803017,8
-0.999736,-0.000359,-0.022992,96.433113,8
-0.999734,-0.002072,-0.022957,95.998238,21
-0.999677,-0.010916,-0.022956,95.031212,6
-0.999673,-0.011247,-0.022956,95.001801,29
-0.99967,-0.011527,-0.022956,95.001778,19
-0.999638,-0.014068,-0.022955,94.912117,22
-0.999584,-0.017273,-0.023085,94.813568,5
-0.999515,-0.020824,-0.023145,94.731583,26
-0.999498,-0.021655,-0.023145,94.636581,15
-0.999422,-0.024912,-0.023143,94.539352,11
-0.995019,-0.025627,-0.096333,58.582203,27
-0.995078,-0.025027,-0.095883,58.563187,15
-0.995142,-0.024369,-0.095391,58.533791,28
-0.995244,-0.023234,-0.094605,58.534386,29
-0.528661,0.021063,-0.848572,34.52639,23
-0.529466,0.021068,-0.848069,34.521446,26
-0.536057,0.02111,-0.843918,34.484619,26
-0.968767,0.013908,-0.247583,51.522533,7
-0.968825,0.013906,-0.247357,51.513393,21
-0.96885,0.013908,-0.247257,51.514767,29
-0.402376,0.119001,0.907707,6.040453,12
-0.402375,0.119411,0.907654,6.023421,26
-0.402373,0.119757,0.907609,6.008751,13
-0.543161,0.111921,-0.832135,4.109055,24
-0.541685,0.111876,-0.833104,4.107153,29
-0.540244,0.111831,-0.834044,4.107545,14
-0.524247,0.011433,-0.85149,3.920093,19
-0.492688,-0.04902,-0.868824,3.707498,13
-0.454568,-0.13176,-0.880913,3.48936,29
-0.416188,-0.214547,-0.883605,3.291491,10
-0.378794,-0.260528,-0.888054,3.11317,29
-0.344704,-0.268536,-0.899482,2.936617,29
-0.291392,-0.274998,-0.916224,2.760561,21
-0.27045,-0.262874,-0.92615,2.699065,14
-0.99934,0.008468,0.035321,80.858665,27
-0.99934,0.008468,0.035323,80.858688,8
-0.999366,0.00447,0.035324,80.858711,29
-0.999366,0.004365,0.035324,80.858681,19
-0.999366,0.00437,0.035322,80.805382,17
-0.999378,0.001649,0.035236,80.439537,11
-0.999392,-0.002806,0.034754,80.081444,29
-0.999383,-0.005834,0.034635,79.716782,25
-0.999339,-0.011645,0.034434,79.339157,25
-0.999253,-0.018027,0.03417,78.927628,24
-0.999108,-0.024822,0.034162,78.538971,18
-0.999084,-0.025773,0.034161,78.150734,20
0.999857,0.016847,-0.001065,35.579144,20
0.999858,0.016841,-0.000944,35.575947,7
0.999858,0.016837,-0.000851,35.646648,25
0.999852,0.017045,0.002217,35.3255,11
0.999833,0.017352,0.005663,34.94315,21
0.999788,0.017733,0.010459,34.573055,7
-0.977672,0.131925,-0.163566,5.567802,24
-0.980581,0.124589,-0.151454,5.687785,5
-0.981235,0.12322,-0.148306,5.809261,24
-0.943318,0.043084,-0.329082,15.810081,21
-0.943341,0.043099,-0.329015,15.789183,11
-0.94336,0.043112,-0.328957,15.74513,26
-0.941879,0.044352,-0.333013,15.456915,11
-0.993593,0.011083,-0.112471,63.931866,16
-0.993616,0.011082,-0.112273,63.926563,15
-0.993637,0.011081,-0.112083,63.915653,26
-0.992805,0.011707,-0.119172,60.676067,24
-0.992824,0.011706,-0.119012,60.669865,28
-0.992844,0.011704,-0.118847,60.648621,5
-0.944803,0.013894,-0.327344,51.322178,10
-0.944823,0.013894,-0.327288,51.322227,29
-0.944823,0.013894,-0.327288,51.323284,10
-0.998727,0.018002,-0.047116,38.842278,6
-0.998731,0.017992,-0.047036,38.838966,21
-0.998741,0.017894,-0.046855,38.952793,7
-0.999856,0.014593,-0.008619,45.589924,17
-0.999857,0.014584,-0.008578,45.586163,15
-0.999858,0.014578,-0.008424,45.727154,18
-0.999051,0.02439,0.036076,30.001444,24
-0.999052,0.02438,0.036072,29.994032,18
-0.999144,0.024169,0.033563,29.961348,25
-0.565639,0.086928,-0.820059,5.968408,22
-0.566457,0.087,-0.819486,5.973124,21
-0.567252,0.08707,-0.818928,6.064945,8
-0.603557,0.040951,-0.796267,5.720072,9
-0.639739,0.019236,-0.768351,5.367417,19
-0.67495,-0.002852,-0.737858,4.869793,22
-0.713545,-0.056583,-0.698321,4.210661,16
-0.757121,-0.152221,-0.635293,3.509975,5
-0.797176,-0.255818,-0.54687,2.786925,19
-0.274176,0.084219,-0.957985,7.849075,12
-0.274589,0.084102,-0.957877,7.855393,9
-0.274937,0.084004,-0.957785,7.97506,26
-0.284478,0.069851,-0.956135,7.816983,10
-0.29634,0.018312,-0.954907,7.642808,24
-0.312333,-0.021971,-0.949719,7.441955,16
-0.332959,-0.085728,-0.939036,7.242928,17
-0.994024,0.033846,-0.103784,20.697241,21
-0.993995,0.033877,-0.104048,20.682215,26
-0.993966,0.033904,-0.104316,20.672033,6
-0.993093,0.016849,-0.116112,42.246021,10
-0.993076,0.016853,-0.116256,42.237892,11
-0.992596,0.016876,-0.120288,42.142967,27
-0.998075,0.010104,-0.061188,68.143532,21
-0.998102,0.010107,-0.06074,68.148193,19
-0.998113,0.010108,-0.060561,68.181244,7
-0.998187,0.010195,-0.059314,68.129204,7
-0.998154,0.010251,-0.059867,68.061089,27
-0.998135,0.01028,-0.060176,67.880424,13
0.993016,0.066078,0.097742,8.682242,23
0.99302,0.066085,0.097697,8.689751,17
0.993023,0.066091,0.097657,8.748528,20
0.994477,0.039471,0.097253,8.6435,18
0.99444,-0.005717,0.105148,8.531743,18
0.991772,-0.053519,0.116297,8.444533,20
0.987911,-0.103096,0.115775,8.386453,10
-0.996527,0.010657,-0.082581,65.147331,21
-0.996553,0.010658,-0.082277,65.149391,7
-0.996569,0.010659,-0.082075,65.15976,20
-0.996662,0.010698,-0.080929,65.155495,21
-0.996662,0.010842,-0.080915,65.153496,7
-0.988857,0.014271,-0.148184,49.502609,10
-0.988844,0.014274,-0.14827,49.485298,21
-0.988505,0.014268,-0.150512,49.353413,21
-0.997524,0.010812,-0.069488,65.727203,27
-0.997537,0.010811,-0.069302,65.722969,20
-0.99755,0.010809,-0.069122,65.717873,26
-0.989192,0.01355,-0.145996,53.284492,8
-0.989217,0.013548,-0.145827,53.273514,23
-0.989248,0.013545,-0.145616,53.253757,14
0.773153,0.073392,-0.629958,8.312666,19
0.773116,0.073405,-0.630003,8.313526,8
0.773084,0.073417,-0.630041,8.358209,17
0.766375,0.060366,-0.639551,8.20664,8
0.755157,0.060629,-0.652734,8.06013,9
0.741565,0.063399,-0.667879,7.891059,8
0.729988,0.06685,-0.680183,7.724872,14
0.713892,0.070798,-0.696668,7.563785,22
-0.958316,0.013499,-0.285393,52.754925,14
-0.95834,0.013499,-0.285312,52.739265,7
-0.958386,0.013497,-0.285157,52.698044,27
-0.972317,0.009001,-0.233494,78.076309,18
-0.972294,0.009001,-0.23359,78.07177,21
-0.972269,0.009001,-0.23369,78.043289,18
-0.85931,0.060993,-0.507805,11.720462,16
-0.858934,0.060997,-0.508441,11.720897,24
-0.839978,0.060494,-0.539237,11.835592,29
-0.745721,0.025888,-0.665755,27.375328,25
-0.745725,0.025886,-0.665751,27.340164,24
-0.745729,0.025884,-0.665746,27.261372,26
-0.996139,0.011655,-0.087015,61.079517,10
-0.996169,0.011652,-0.086668,61.075695,29
-0.99619,0.01165,-0.086427,61.048363,14
-0.989201,0.007237,0.146384,96.480751,16
-0.989201,0.007237,0.146389,96.492729,20
-0.9892,0.007236,0.146395,96.496262,13
-0.989224,0.001886,0.1464,96.495888,21
-0.995162,0.008702,0.097864,95.835526,19
-0.995161,0.008699,0.097871,95.853371,25
-0.995106,-0.003447,0.098756,95.235764,10
-0.9951,-0.003843,0.098801,95.220734,10
-0.995095,-0.004532,0.098819,95.021347,14
-0.995074,-0.007838,0.098824,94.711258,29
-0.995034,-0.011819,0.09883,94.253998,11
-0.994901,-0.019655,0.098919,93.815704,9
-0.994817,-0.023372,0.09896,93.313522,8
-0.9954,0.007164,0.095541,95.885574,13
-0.9954,0.007164,0.095541,95.890427,28
-0.995029,-0.007827,0.09928,95.268524,14
-0.995007,-0.008313,0.099461,95.255211,25
-0.994997,-0.008529,0.099541,95.000572,29
-0.994808,-0.01441,0.100741,94.771965,20
0.999353,0.026748,-0.02403,26.208668,17
0.999358,0.026714,-0.023862,26.201736,10
0.999362,0.026692,-0.023752,26.300877,28
0.999634,0.018604,-0.019629,25.593437,24
0.999848,-0.004082,-0.016963,24.636137,18
0.999534,-0.026424,-0.01528,23.604746,22
-0.968438,0.006931,0.249159,99.844193,21
-0.968432,0.006931,0.249179,99.844986,7
-0.968432,0.006758,0.249187,99.842529,19
-0.968447,0.00371,0.249191,99.83831,17
-0.968454,-0.000756,0.249192,99.824295,27
-0.968396,-0.005205,0.249362,99.784958,29
-0.997752,0.026756,-0.061436,27.049755,29
-0.99775,0.026799,-0.06145,27.016886,18
-0.997748,0.026852,-0.061468,26.910484,22
-0.999335,0.010865,-0.03481,63.687954,13
-0.999352,0.010868,-0.034319,63.689877,22
-0.999369,0.010863,-0.033824,63.657955,22
-0.999373,0.011049,-0.033634,63.516357,17
-0.917222,0.212628,-0.336887,4.792331,12
-0.916985,0.212946,-0.337332,4.774914,16
-0.916691,0.213339,-0.337882,4.765412,21
-0.994963,0.011465,-0.09959,61.878845,21
-0.994978,0.011464,-0.099435,61.872669,9
-0.995001,0.011462,-0.099204,61.856308,11
-0.995065,0.011515,-0.098558,61.856068,14
0.954835,0.021191,-0.296381,27.262882,19
0.954879,0.021174,-0.29624,27.251978,14
0.955208,-0.005939,-0.295875,26.091858,6
0.955202,-0.006761,-0.295879,26.054306,12
0.955198,-0.007169,-0.295881,25.797935,23
0.954714,-0.017759,-0.296994,25.016375,17
0.953541,-0.03687,-0.299,24.210888,26
0.952266,-0.057428,-0.29982,23.344345,13
0.949924,-0.08852,-0.299679,22.488323,16
0.94608,-0.120786,-0.300572,20.40049,21
0.946018,-0.12094,-0.300704,20.34614,15
0.945995,-0.120999,-0.300755,20.241596,8
-0.954814,0.026019,-0.296062,27.657345,27
-0.95488,0.026009,-0.29585,27.63735,11
-0.954963,0.025996,-0.295583,27.609011,28
-0.997914,0.011442,-0.063531,62.137749,23
-0.997932,0.01144,-0.06325,62.131874,27
-0.997946,0.011439,-0.063026,62.098957,10
-0.99324,0.011326,-0.115528,62.509453,24
-0.993288,0.011325,-0.115113,62.511406,20
-0.993327,0.011323,-0.114774,62.556252,14
-0.99131,0.008643,0.131267,97.144638,14
-0.991307,0.008641,0.131288,97.147598,27
-0.991306,0.008485,0.131306,97.131241,23
-0.991297,0.00814,0.131396,97.039566,13
-0.972338,-0.041543,0.229854,12.174358,15
-0.97222,-0.041509,0.23036,12.163896,14
-0.972111,-0.041564,0.230809,12.14952,24
-0.994179,0.104806,-0.024972,7.601187,20
-0.994141,0.105011,-0.025604,7.579725,17
-0.994088,0.105296,-0.02648,7.481621,19
-0.534545,0.321552,-0.781579,2.275757,19
-0.534619,0.322224,-0.781252,2.274794,25
-0.534679,0.322771,-0.780985,2.281751,12
-0.536931,0.368363,-0.758955,2.250506,25
-0.509927,0.371938,-0.775652,2.603385,8
-0.986716,0.012832,-0.161945,55.780006,29
-0.986753,0.01283,-0.161724,55.772076,20
-0.986777,0.012828,-0.161579,55.720402,8
-0.965286,0.018392,0.260546,9.36319,15
-0.96528,0.018405,0.260567,9.363192,26
-0.978497,0.022658,0.205014,9.363622,24
-0.978573,0.022667,0.20465,9.36362,11
-0.978641,0.022676,0.204321,9.363619,18
-0.843812,0.04123,-0.535053,6.244514,25
-0.843785,0.041482,-0.535075,6.244535,27
-0.798006,0.074162,-0.598069,6.246202,19
-0.797736,0.074138,-0.598432,6.246202,29
-0.797461,0.074113,-0.598802,6.246198,11
-0.528442,-0.000199,-0.848969,6.243289,9
-0.528311,0.000222,-0.849051,6.243286,18
-0.528234,0.000467,-0.849099,6.243282,24
-0.920449,0.013404,-0.390632,6.246416,20
-0.920353,0.013404,-0.390859,6.246416,18
-0.920241,0.013404,-0.391123,6.246416,5
-0.97146,0.020426,-0.236321,6.247483,20
-0.971525,0.020423,-0.236055,6.247484,18
-0.971563,0.020394,-0.235902,6.24748,21
-0.992028,0.014945,-0.12513,6.245331,23
-0.992049,0.014939,-0.124966,6.245332,23
-0.992082,0.014929,-0.124701,6.24533,7
-0.059298,-0.073541,-0.995528,6.243575,26
-0.058249,-0.072978,-0.995631,6.243576,22
-0.057379,-0.072834,-0.995692,6.243577,22
-0.944951,0.012671,-0.326965,6.246418,11
-0.945002,0.012671,-0.326818,6.246418,4
-0.94507,0.012671,-0.326621,6.246418,22
-0.930174,0.014601,-0.366828,6.246712,13
-0.930228,0.0146,-0.366691,6.246712,11
-0.930286,0.014599,-0.366545,6.246712,12
-0.963225,0.02991,-0.267027,6.237699,16
-0.963009,0.029892,-0.267805,6.237688,5
-0.9629,0.029883,-0.2682,6.237682,8
-0.957199,0.030391,-0.28783,6.237438,19
-0.950327,0.031613,-0.309642,6.23724,8
0.205439,0.019586,-0.978474,6.235245,20
0.205521,0.019571,-0.978457,6.235245,19
0.215823,0.021056,-0.976205,6.235611,20
0.216316,0.021038,-0.976097,6.2356,3
0.216469,0.021033,-0.976063,6.235597,21
0.218448,0.021327,-0.975616,6.235777,12
0.223983,0.022156,-0.974341,6.235959,4
0.225702,0.022943,-0.973926,6.23611,17
0.226068,0.023443,-0.973829,6.236287,15
-0.820118,0.010838,-0.572091,6.247575,13
-0.767337,0.010498,-0.641158,6.247546,12
-0.710685,0.010093,-0.703438,6.247517,5
0.339958,0.200158,-0.918893,6.125401,20
0.256638,0.15645,-0.953761,6.209017,9
0.256569,0.156449,-0.95378,6.209022,12
0.256501,0.156448,-0.953798,6.209029,20
-0.984963,0.02556,-0.170866,6.245512,11
-0.984918,0.025574,-0.171123,6.245512,8
-0.984883,0.025586,-0.171319,6.245508,21
-0.956781,0.012739,-0.290529,6.246665,11
-0.957025,0.012735,-0.289727,6.246665,16
-0.957025,0.012735,-0.289727,6.246665,8
-0.957025,0.012734,-0.289727,6.246665,22
-0.944098,0.013391,-0.329394,6.246526,7
-0.944117,0.01339,-0.32934,6.246526,15
-0.944117,0.01339,-0.32934,6.246526,9
-0.310165,0.018014,-0.950512,6.220623,7
-0.310225,0.018015,-0.950492,6.220639,9
-0.312106,0.018109,-0.949875,6.220953,3
-0.930562,0.013579,-0.365883,6.246383,19
-0.930634,0.013578,-0.365698,6.246383,21
-0.930685,0.013578,-0.36557,6.246383,18
-0.974841,0.015373,-0.222369,6.244997,3
-0.974796,0.015369,-0.222567,6.244997,22
-0.973913,0.015375,-0.2264,6.244975,19
-0.89773,0.011468,-0.440398,6.246622,10
-0.897838,0.011469,-0.440177,6.246622,22
-0.89797,0.01147,-0.439908,6.246622,4
-0.887115,0.012664,-0.461376,6.246445,11
-0.887092,0.012671,-0.461419,6.246447,13
-0.886396,0.012742,-0.462752,6.246449,9
-0.84062,0.011546,-0.541502,6.246721,6
-0.840689,0.011547,-0.541395,6.246721,22
-0.840766,0.011547,-0.541275,6.246721,16
-0.998784,0.012075,-0.047797,6.2458,9
-0.998785,0.012075,-0.047783,6.245801,3
-0.998873,0.01187,-0.045958,6.245786,15
-0.984948,0.011726,-0.172455,6.246739,22
-0.984966,0.011726,-0.172348,6.246739,21
-0.985,0.011725,-0.172154,6.246739,6
-0.977973,0.011217,-0.208431,6.246658,21
-0.978002,0.011216,-0.208294,6.246658,6
-0.978056,0.011216,-0.208041,6.246658,5
-0.978482,0.011254,-0.206025,6.246658,5
-0.267866,0.03729,-0.962734,6.245431,18
-0.268087,0.037283,-0.962673,6.245433,5
-0.27541,0.037319,-0.960602,6.245433,18
-0.282636,0.037558,-0.958492,6.245405,21
-0.29005,0.038412,-0.95624,6.245404,9
-0.297973,0.039505,-0.953756,6.24539,9
-0.960819,0.014432,-0.276801,6.246383,11
-0.960845,0.014432,-0.27671,6.246383,20
-0.960883,0.014431,-0.276579,6.246383,13
-0.979161,0.017341,-0.202342,6.245021,6
-0.979171,0.017338,-0.202296,6.245021,15
-0.979603,0.017231,-0.200201,6.245026,16
-0.645392,0.014101,-0.763721,6.246457,17
-0.645394,0.0141,-0.76372,6.246457,20
-0.640204,0.014635,-0.768066,6.246456,8
-0.640065,0.014677,-0.76818,6.246456,7
-0.640054,0.01467,-0.76819,6.246456,21
-0.639544,0.014731,-0.768613,6.246456,20
-0.638243,0.014927,-0.76969,6.246457,22
-0.637824,0.01521,-0.770032,6.246456,17
-0.827544,0.021257,-0.560998,6.246631,14
-0.827481,0.021249,-0.561091,6.24663,14
-0.525674,0.016513,-0.850526,6.246382,18
-0.525598,0.016512,-0.850573,6.246382,21
-0.525555,0.016512,-0.850599,6.246382,17
-0.96229,0.011268,-0.271794,6.246376,8
-0.962327,0.011269,-0.27166,6.246376,6
-0.962347,0.011269,-0.271591,6.246376,18
-0.962554,0.011326,-0.270854,6.246376,15
-0.978032,0.013952,-0.207985,6.246393,10
-0.978055,0.013951,-0.207877,6.246393,9
-0.978087,0.01395,-0.207726,6.246393,14
-0.343387,0.015517,-0.939066,6.246374,20
-0.343313,0.015516,-0.939093,6.246374,21
-0.34321,0.015515,-0.939131,6.246374,5
-0.342196,0.015848,-0.939495,6.246374,9
-0.342187,0.015978,-0.939496,6.246374,8
-0.632241,0.013619,-0.774652,6.247043,4
-0.632196,0.013617,-0.774689,6.247042,16
-0.632137,0.013372,-0.774742,6.247002,15
-0.96593,0.013683,-0.258441,6.246379,18
-0.965949,0.013682,-0.25837,6.246379,21
-0.965993,0.013681,-0.258206,6.246379,3
-0.958396,0.015021,-0.285047,6.24618,4
-0.958381,0.015029,-0.285097,6.24618,13
-0.957829,0.01514,-0.286941,6.246184,8
-0.866487,0.0282,-0.498403,6.245456,9
-0.866492,0.028201,-0.498393,6.245454,16
-0.868148,0.028137,-0.495507,6.245463,21
-0.947125,0.01247,-0.320621,6.246379,16
-0.947162,0.012471,-0.320514,6.246379,22
-0.947213,0.012472,-0.320362,6.246379,22
-0.855039,0.011261,-0.518442,6.237337,14
-0.562153,-0.248358,-0.788861,4.433794,8
-0.562128,-0.248634,-0.788792,4.433161,17
-0.562119,-0.248732,-0.788768,4.43294,14
-0.807999,0.026829,-0.588573,6.246389,15
-0.807898,0.026828,-0.588712,6.246389,9
-0.807759,0.026827,-0.588902,6.246389,17
-0.806861,0.027425,-0.590105,6.246389,15
-0.806801,0.028393,-0.59014,6.246389,5
-0.80677,0.029472,-0.59013,6.246389,6
-0.934949,0.020305,-0.3542,6.247125,19
-0.934977,0.020302,-0.354127,6.247124,11
-0.935008,0.020004,-0.354062,6.247088,7
-0.892952,0.014416,-0.44992,6.246375,10
-0.892917,0.014418,-0.449991,6.246375,12
-0.892119,0.01444,-0.45157,6.24637,13
-0.891161,0.014672,-0.45345,6.246363,12
-0.764819,0.021257,-0.643895,6.24499,13
-0.764849,0.021256,-0.643859,6.244992,6
-0.767621,0.021108,-0.640556,6.244994,11
-0.96739,0.011004,-0.253052,6.246735,20
-0.967406,0.011004,-0.252991,6.246735,11
-0.967406,0.011004,-0.252991,6.246735,6
-0.966504,0.020926,-0.255796,6.247543,6
-0.966494,0.020907,-0.255835,6.24754,10
-0.966477,0.020942,-0.2559,6.247531,20
-0.838504,0.011887,-0.544767,6.245886,6
-0.838542,0.011887,-0.544707,6.245886,11
-0.840323,0.011627,-0.541962,6.245857,11
